tempAvgT,setPointT,relaystateT,Kpt,KiT,KdT,InputT,OutputT,tempAvgB,setPointB,relayStateB,KpB,KiB,KdB,InputB,OutputB
193,144,0,50,0,0,193,0,181,182,0,50,0,0,181,0,0
191,144,0,50,0,0,191,0,179,182,0,50,0,0,179,144,0
191,144,0,50,0,0,191,0,179,182,0,50,0,0,179,107,0
186,144,0,50,0,0,186,0,174,182,0,50,0,0,174,235,0
186,144,0,50,0,0,186,0,174,182,0,50,0,0,174,387,0
190,144,0,50,0,0,190,0,179,182,0,50,0,0,179,144,0
190,144,0,50,0,0,190,0,179,182,0,50,0,0,179,105,0
192,144,0,50,0,0,192,0,180,182,0,50,0,0,180,69,0
191,144,0,50,0,0,191,0,179,182,0,50,0,0,179,91,0
190,144,0,50,0,0,190,0,179,182,0,50,0,0,179,116,0
190,144,0,50,0,0,190,0,180,182,0,50,0,0,180,107,0
192,144,0,50,0,0,192,0,182,182,0,50,0,0,182,0,0
189,144,0,50,0,0,189,0,177,182,0,50,0,0,177,0,0
187,144,0,50,0,0,187,0,174,182,0,50,0,0,174,351,0
185,144,0,50,0,0,185,0,174,182,0,50,0,0,174,337,0
186,144,0,50,0,0,186,0,174,182,0,50,0,0,174,362,0
186,144,0,50,0,0,186,0,175,182,0,50,0,0,175,280,0
187,144,0,50,0,0,187,0,175,182,0,50,0,0,175,323,0
186,144,0,50,0,0,186,0,171,182,0,50,0,0,171,469,0
188,144,0,50,0,0,188,0,175,182,0,50,0,0,175,514,0
196,144,0,50,0,0,196,0,183,182,0,50,0,0,183,107,0
199,144,0,50,0,0,199,0,185,182,0,50,0,0,185,0,0
200,144,0,50,0,0,200,0,188,182,0,50,0,0,188,0,0
201,144,0,50,0,0,201,0,189,182,0,50,0,0,189,0,0
202,144,0,50,0,0,202,0,191,182,0,50,0,0,191,0,0
201,144,0,50,0,0,201,0,189,182,0,50,0,0,189,0,0
198,144,0,50,0,0,198,0,184,182,0,50,0,0,184,0,0
195,144,0,50,0,0,195,0,182,182,0,50,0,0,182,0,0
192,144,0,50,0,0,192,0,179,182,0,50,0,0,179,17,0
191,144,0,50,0,0,191,0,176,182,0,50,0,0,176,139,0
183,144,0,50,0,0,183,0,170,182,0,50,0,0,170,414,0
181,144,0,50,0,0,181,0,169,182,0,50,0,0,169,557,0
176,144,0,50,0,0,176,0,164,182,0,50,0,0,164,750,0
175,144,0,50,0,0,175,0,164,182,1,50,0,0,164,851,0
178,144,0,50,0,0,178,0,167,182,0,50,0,0,167,844,0
179,144,0,50,0,0,179,0,169,182,0,50,0,0,169,719,0
185,144,0,50,0,0,185,0,173,182,0,50,0,0,173,539,0
190,144,0,50,0,0,190,0,177,182,0,50,0,0,177,423,0
195,144,0,50,0,0,195,0,182,182,0,50,0,0,182,216,0
197,144,0,50,0,0,197,0,183,182,0,50,0,0,183,0,0
196,144,0,50,0,0,196,0,183,182,0,50,0,0,183,0,0
198,144,0,50,0,0,198,0,183,182,0,50,0,0,183,0,0
197,144,0,50,0,0,197,0,183,182,0,50,0,0,183,0,0
200,144,0,50,0,0,200,0,186,182,0,50,0,0,186,0,0
206,144,0,50,0,0,206,0,195,182,0,50,0,0,195,0,0
208,144,0,50,0,0,208,0,198,182,0,50,0,0,198,0,0
202,144,0,50,0,0,202,0,192,182,0,50,0,0,192,0,0
201,144,0,50,0,0,201,0,191,182,0,50,0,0,191,0,0
201,144,0,50,0,0,201,0,189,182,0,50,0,0,189,0,0
200,144,0,50,0,0,200,0,189,182,0,50,0,0,189,0,0
198,144,0,50,0,0,198,0,188,182,0,50,0,0,188,0,0
196,144,0,50,0,0,196,0,185,182,0,50,0,0,185,0,0
192,144,0,50,0,0,192,0,180,182,0,50,0,0,180,0,0
190,144,0,50,0,0,190,0,179,182,1,50,0,0,179,51,0
189,144,0,50,0,0,189,0,178,182,1,50,0,0,178,117,0
189,144,0,50,0,0,189,0,179,182,1,50,0,0,179,155,0
192,144,0,50,0,0,192,0,183,182,1,50,0,0,183,123,0
193,144,0,50,0,0,193,0,185,182,0,50,0,0,185,0,0
190,144,0,50,0,0,190,0,182,182,0,50,0,0,182,0,0
189,144,0,50,0,0,189,0,178,182,0,50,0,0,178,0,0
189,144,0,50,0,0,189,0,176,182,1,50,0,0,176,155,0
191,144,0,50,0,0,191,0,176,182,1,50,0,0,176,280,0
191,144,0,50,0,0,191,0,177,182,1,50,0,0,177,266,0
188,144,0,50,0,0,188,0,175,182,1,50,0,0,175,248,0
187,144,0,50,0,0,187,0,175,182,1,50,0,0,175,333,0
185,144,0,50,0,0,185,0,174,182,1,50,0,0,174,337,0
186,144,0,50,0,0,186,0,175,182,1,50,0,0,175,351,0
186,144,0,50,0,0,186,0,176,182,1,50,0,0,176,319,0
186,144,0,50,0,0,186,0,175,182,1,50,0,0,175,296,0
189,144,0,50,0,0,189,0,179,182,1,50,0,0,179,350,0
189,144,0,50,0,0,189,0,180,182,0,50,0,0,180,114,0
191,144,0,50,0,0,191,0,180,182,0,50,0,0,180,96,0
191,144,0,50,0,0,191,0,180,182,0,50,0,0,180,100,0
185,144,0,50,0,0,185,0,173,182,0,50,0,0,173,408,0
184,144,0,50,0,0,184,0,172,182,1,50,0,0,172,471,0
185,144,0,50,0,0,185,0,174,182,1,50,0,0,174,380,0
189,144,0,50,0,0,189,0,177,182,1,50,0,0,177,241,0
195,144,0,50,0,0,195,0,184,182,0,50,0,0,184,0,0
195,144,0,50,0,0,195,0,184,182,0,50,0,0,184,0,0
189,144,0,50,0,0,189,0,177,182,0,50,0,0,177,233,0
189,144,0,50,0,0,189,0,176,182,1,50,0,0,176,289,0
187,144,0,50,0,0,187,0,175,182,1,50,0,0,175,339,0
188,144,0,50,0,0,188,0,176,182,0,50,0,0,176,257,0
189,144,0,50,0,0,189,0,178,182,0,50,0,0,178,200,0
188,144,0,50,0,0,188,0,176,182,0,50,0,0,176,278,0
184,144,0,50,0,0,184,0,170,182,1,50,0,0,170,569,0
185,144,0,50,0,0,185,0,170,182,1,50,0,0,170,564,0
187,144,0,50,0,0,187,0,175,182,0,50,0,0,175,341,0
191,144,0,50,0,0,191,0,179,182,0,50,0,0,179,150,0
197,144,0,50,0,0,197,0,184,182,0,50,0,0,184,0,0
201,144,0,50,0,0,201,0,188,182,0,50,0,0,188,0,0
195,144,0,50,0,0,195,0,183,182,0,50,0,0,183,0,0
192,144,0,50,0,0,192,0,180,182,0,50,0,0,180,69,0
187,144,0,50,0,0,187,0,175,182,0,50,0,0,175,239,0
187,144,0,50,0,0,187,0,176,182,0,50,0,0,176,285,0
186,144,0,50,0,0,186,0,174,182,0,50,0,0,174,296,0
186,144,0,50,0,0,186,0,174,182,0,50,0,0,174,400,0
187,144,0,50,0,0,187,0,176,182,0,50,0,0,176,358,0
191,144,0,50,0,0,191,0,180,182,0,50,0,0,180,89,0
195,144,0,50,0,0,195,0,184,182,0,50,0,0,184,0,0
192,144,0,50,0,0,192,0,184,182,0,50,0,0,184,0,0
198,144,0,50,0,0,198,0,189,182,0,50,0,0,189,0,0
200,144,0,50,0,0,200,0,191,182,0,50,0,0,191,0,0
196,144,0,50,0,0,196,0,186,182,0,50,0,0,186,0,0
196,144,0,50,0,0,196,0,185,182,0,50,0,0,185,0,0
198,144,0,50,0,0,198,0,185,182,0,50,0,0,185,0,0
197,144,0,50,0,0,197,0,183,182,0,50,0,0,183,0,0
198,144,0,50,0,0,198,0,186,182,0,50,0,0,186,0,0
198,144,0,50,0,0,198,0,186,182,0,50,0,0,186,0,0
194,144,0,50,0,0,194,0,183,182,0,50,0,0,183,0,0
193,144,0,50,0,0,193,0,184,182,0,50,0,0,184,0,0
191,144,0,50,0,0,191,0,181,182,0,50,0,0,181,0,0
192,144,0,50,0,0,192,0,181,182,0,50,0,0,181,7,0
193,144,0,50,0,0,193,0,180,182,0,50,0,0,180,0,0
191,144,0,50,0,0,191,0,178,182,0,50,0,0,178,153,0
189,144,0,50,0,0,189,0,173,182,0,50,0,0,176,287,0
184,144,0,50,0,0,184,0,172,182,0,50,0,0,172,496,0
183,144,0,50,0,0,183,0,171,182,0,50,0,0,171,526,0
184,144,0,50,0,0,184,0,172,182,0,50,0,0,172,475,0
184,144,0,50,0,0,184,0,172,182,0,50,0,0,172,496,0
182,144,0,50,0,0,182,0,170,182,0,50,0,0,170,578,0
183,144,0,50,0,0,183,0,172,182,0,50,0,0,172,478,0
182,144,0,50,0,0,182,0,172,182,0,50,0,0,172,444,0
183,144,0,50,0,0,183,0,173,182,0,50,0,0,173,407,0
192,144,0,50,0,0,192,0,183,182,0,50,0,0,183,194,0
195,144,0,50,0,0,195,0,186,182,0,50,0,0,186,0,0
201,144,0,50,0,0,201,0,191,182,0,50,0,0,191,0,0
205,144,0,50,0,0,205,0,193,182,0,50,0,0,193,0,0
205,144,0,50,0,0,205,0,191,182,0,50,0,0,191,0,0
203,144,0,50,0,0,203,0,189,182,0,50,0,0,189,0,0
202,144,0,50,0,0,202,0,188,182,0,50,0,0,188,0,0
200,144,0,50,0,0,200,0,188,182,0,50,0,0,188,0,0
192,144,0,50,0,0,192,0,181,182,0,50,0,0,181,0,0
187,144,0,50,0,0,187,0,176,182,0,50,0,0,176,267,0
188,144,0,50,0,0,188,0,174,182,0,50,0,0,174,403,0
188,144,0,50,0,0,188,0,176,182,0,50,0,0,176,253,0
190,144,0,50,0,0,190,0,179,182,0,50,0,0,179,200,0
191,144,0,50,0,0,191,0,180,182,0,50,0,0,180,62,0
186,144,0,50,0,0,186,0,176,182,0,50,0,0,176,160,0
185,144,0,50,0,0,185,0,176,182,0,50,0,0,176,296,0
187,144,0,50,0,0,187,0,177,182,0,50,0,0,177,203,0
186,144,0,50,0,0,186,0,175,182,0,50,0,0,175,312,0
186,144,0,50,0,0,186,0,175,182,0,50,0,0,175,341,0
187,144,0,50,0,0,187,0,176,182,0,50,0,0,176,298,0
188,144,0,50,0,0,188,0,175,182,0,50,0,0,175,314,0
189,144,0,50,0,0,189,0,176,182,0,50,0,0,176,251,0
190,144,0,50,0,0,190,0,176,182,0,50,0,0,176,241,0
187,144,0,50,0,0,187,0,175,182,0,50,0,0,175,258,0
186,144,0,50,0,0,186,0,175,182,0,50,0,0,175,317,0
188,144,0,50,0,0,188,0,177,182,1,50,0,0,177,335,0
188,144,0,50,0,0,188,0,176,182,1,50,0,0,176,282,0
190,144,0,50,0,0,190,0,179,182,1,50,0,0,179,287,0
192,144,0,50,0,0,192,0,179,182,1,50,0,0,179,58,0
197,144,0,50,0,0,197,0,183,182,1,50,0,0,183,103,0
200,144,0,50,0,0,200,0,189,182,0,50,0,0,189,0,0
203,144,0,50,0,0,203,0,193,182,0,50,0,0,193,0,0
195,144,0,50,0,0,195,0,183,182,0,50,0,0,183,0,0
193,144,0,50,0,0,193,0,180,182,0,50,0,0,180,0,0
191,144,0,50,0,0,191,0,178,182,1,50,0,0,178,108,0
188,144,0,50,0,0,188,0,175,182,1,50,0,0,175,166,0
185,144,0,50,0,0,185,0,173,182,1,50,0,0,173,410,0
186,144,0,50,0,0,186,0,174,182,1,50,0,0,174,419,0
189,144,0,50,0,0,189,0,179,182,1,50,0,0,179,298,0
191,144,0,50,0,0,191,0,181,182,0,50,0,0,181,123,0
194,144,0,50,0,0,194,0,182,182,0,50,0,0,182,0,0
193,144,0,50,0,0,193,0,181,182,0,50,0,0,181,0,0
191,144,0,50,0,0,191,0,178,182,0,50,0,0,178,130,0
191,144,0,50,0,0,191,0,179,182,0,50,0,0,179,175,0
187,144,0,50,0,0,187,0,175,182,0,50,0,0,175,139,0
184,144,0,50,0,0,184,0,172,182,1,50,0,0,172,308,0
185,144,0,50,0,0,185,0,171,182,1,50,0,0,171,485,0
187,144,0,50,0,0,187,0,173,182,1,50,0,0,173,546,0
188,144,0,50,0,0,188,0,174,182,1,50,0,0,174,446,0
192,144,0,50,0,0,192,0,177,182,1,50,0,0,177,355,0
191,144,0,50,0,0,191,0,176,182,0,50,0,0,176,244,0
190,144,0,50,0,0,190,0,177,182,1,50,0,0,177,282,0
191,144,0,50,0,0,191,0,178,182,0,50,0,0,178,239,0
192,144,0,50,0,0,192,0,179,182,0,50,0,0,179,176,0
194,144,0,50,0,0,194,0,180,182,0,50,0,0,180,130,0
199,144,0,50,0,0,199,0,187,182,0,50,0,0,187,0,0
199,144,0,50,0,0,199,0,188,182,0,50,0,0,188,0,0
196,144,0,50,0,0,196,0,185,182,0,50,0,0,185,0,0
195,144,0,50,0,0,195,0,184,182,0,50,0,0,184,0,0
196,144,0,50,0,0,196,0,184,182,0,50,0,0,184,0,0
192,144,0,50,0,0,192,0,180,182,0,50,0,0,180,0,0
189,144,0,50,0,0,189,0,178,182,0,50,0,0,178,153,0
188,144,0,50,0,0,188,0,178,182,0,50,0,0,178,157,0
188,144,0,50,0,0,188,0,178,182,0,50,0,0,178,137,0
191,144,0,50,0,0,191,0,181,182,0,50,0,0,181,155,0
197,144,0,50,0,0,197,0,186,182,0,50,0,0,186,0,0
197,144,0,50,0,0,197,0,186,182,0,50,0,0,186,0,0
199,144,0,50,0,0,199,0,187,182,0,50,0,0,187,0,0
198,144,0,50,0,0,198,0,188,182,0,50,0,0,188,0,0
197,144,0,50,0,0,197,0,187,182,0,50,0,0,187,0,0
195,144,0,50,0,0,195,0,185,182,0,50,0,0,185,0,0
189,144,0,50,0,0,189,0,179,182,0,50,0,0,179,0,0
183,144,0,50,0,0,183,0,172,182,0,50,0,0,172,132,0
173,144,0,50,0,0,173,0,160,182,0,50,0,0,160,460,0
171,144,0,50,0,0,171,0,160,182,1,50,0,0,160,1000,0
174,144,0,50,0,0,174,0,164,182,1,50,0,0,164,1000,0
176,144,0,50,0,0,176,0,165,182,1,50,0,0,165,889,0
181,144,0,50,0,0,181,0,171,182,1,50,0,0,171,807,0
182,144,0,50,0,0,182,0,172,182,0,50,0,0,172,521,0
184,144,0,50,0,0,184,0,175,182,0,50,0,0,175,460,0
186,144,0,50,0,0,186,0,177,182,0,50,0,0,177,310,0
189,144,0,50,0,0,189,0,179,182,0,50,0,0,179,207,0
188,144,0,50,0,0,188,0,179,182,0,50,0,0,179,116,0
186,144,0,50,0,0,186,0,175,182,0,50,0,0,175,144,0
185,144,0,50,0,0,185,0,173,182,0,50,0,0,173,325,0
182,144,0,50,0,0,182,0,170,182,0,50,0,0,170,446,0
182,144,0,50,0,0,182,0,169,182,0,50,0,0,169,596,0
181,144,0,50,0,0,181,0,167,182,1,50,0,0,167,707,0
180,144,0,50,0,0,180,0,167,182,1,50,0,0,167,737,0
180,144,0,50,0,0,180,0,167,182,1,50,0,0,167,717,0
181,144,0,50,0,0,181,0,168,182,1,50,0,0,168,653,0
185,144,0,50,0,0,185,0,172,182,0,50,0,0,172,464,0
188,144,0,50,0,0,188,0,175,182,0,50,0,0,175,344,0
193,144,0,50,0,0,193,0,178,182,0,50,0,0,178,175,0
194,144,0,50,0,0,194,0,179,182,0,50,0,0,179,114,0
196,144,0,50,0,0,196,0,181,182,0,50,0,0,181,17,0
